"Ársfjórðungur";"Sveitarfélag";"Kyn og ríkisfang";Mannfjöldi eftir sveitarfélögum, kyni, ríkisfangi og ársfjórðungum
"2010Á1";" Mosfellsbær";"Alls";8560
"2010Á1";" Mosfellsbær";"Karlar";4410
"2010Á1";" Mosfellsbær";"Konur";4150
"2010Á1";" Mosfellsbær";"Ísl. ríkisborgarar";8190
"2010Á1";" Mosfellsbær";"Erl. ríkisborgarar";370
"2010Á1";" Kjósarhreppur";"Alls";200
"2010Á1";" Kjósarhreppur";"Karlar";110
"2010Á1";" Kjósarhreppur";"Konur";80
"2010Á1";" Kjósarhreppur";"Ísl. ríkisborgarar";180
"2010Á1";" Kjósarhreppur";"Erl. ríkisborgarar";15
"2010Á1";"Landsbyggðin";"Alls";116680
"2010Á1";"Landsbyggðin";"Karlar";59890
"2010Á1";"Landsbyggðin";"Konur";56790
"2010Á1";"Landsbyggðin";"Ísl. ríkisborgarar";109050
"2010Á1";"Landsbyggðin";"Erl. ríkisborgarar";7630
"2010Á1";" Reykjanesbær";"Alls";14030
"2010Á1";" Reykjanesbær";"Karlar";7190
"2010Á1";" Reykjanesbær";"Konur";6850
"2010Á1";" Reykjanesbær";"Ísl. ríkisborgarar";12730
"2010Á1";" Reykjanesbær";"Erl. ríkisborgarar";1300
"2010Á1";" Grindavíkurbær";"Alls";2840
"2010Á1";" Grindavíkurbær";"Karlar";1480
"2010Á1";" Grindavíkurbær";"Konur";1370
"2010Á1";" Grindavíkurbær";"Ísl. ríkisborgarar";2610
"2010Á1";" Grindavíkurbær";"Erl. ríkisborgarar";230
"2010Á1";" Sandgerðisbær";"Alls";1690
"2010Á1";" Sandgerðisbær";"Karlar";880
"2010Á1";" Sandgerðisbær";"Konur";800
"2010Á1";" Sandgerðisbær";"Ísl. ríkisborgarar";1480
"2010Á1";" Sandgerðisbær";"Erl. ríkisborgarar";210
"2010Á1";" Sveitarfélagið Garður";"Alls";1490
"2010Á1";" Sveitarfélagið Garður";"Karlar";780
"2010Á1";" Sveitarfélagið Garður";"Konur";710
"2010Á1";" Sveitarfélagið Garður";"Ísl. ríkisborgarar";1330
"2010Á1";" Sveitarfélagið Garður";"Erl. ríkisborgarar";170
"2010Á1";" Sveitarfélagið Vogar";"Alls";1190
"2010Á1";" Sveitarfélagið Vogar";"Karlar";630
"2010Á1";" Sveitarfélagið Vogar";"Konur";560
"2010Á1";" Sveitarfélagið Vogar";"Ísl. ríkisborgarar";1110
"2010Á1";" Sveitarfélagið Vogar";"Erl. ríkisborgarar";80
"2010Á1";" Suðurnesjabær";"Alls";.
"2010Á1";" Suðurnesjabær";"Karlar";.
"2010Á1";" Suðurnesjabær";"Konur";.
"2010Á1";" Suðurnesjabær";"Ísl. ríkisborgarar";.
"2010Á1";" Suðurnesjabær";"Erl. ríkisborgarar";.
"2010Á1";" Akraneskaupstaður";"Alls";6550
"2010Á1";" Akraneskaupstaður";"Karlar";3370
"2010Á1";" Akraneskaupstaður";"Konur";3180
"2010Á1";" Akraneskaupstaður";"Ísl. ríkisborgarar";6170
"2010Á1";" Akraneskaupstaður";"Erl. ríkisborgarar";380
"2010Á1";" Skorradalshreppur";"Alls";60
"2010Á1";" Skorradalshreppur";"Karlar";30
"2010Á1";" Skorradalshreppur";"Konur";30
"2010Á1";" Skorradalshreppur";"Ísl. ríkisborgarar";60
"2010Á1";" Skorradalshreppur";"Erl. ríkisborgarar";.
"2010Á1";" Hvalfjarðarsveit";"Alls";610
"2010Á1";" Hvalfjarðarsveit";"Karlar";330
"2010Á1";" Hvalfjarðarsveit";"Konur";280
"2010Á1";" Hvalfjarðarsveit";"Ísl. ríkisborgarar";570
"2010Á1";" Hvalfjarðarsveit";"Erl. ríkisborgarar";35
"2010Á1";" Borgarbyggð";"Alls";3540
"2010Á1";" Borgarbyggð";"Karlar";1810
"2010Á1";" Borgarbyggð";"Konur";1730
"2010Á1";" Borgarbyggð";"Ísl. ríkisborgarar";3340
"2010Á1";" Borgarbyggð";"Erl. ríkisborgarar";190
"2010Á1";" Grundarfjarðarbær";"Alls";910
"2010Á1";" Grundarfjarðarbær";"Karlar";460
"2010Á1";" Grundarfjarðarbær";"Konur";450
"2010Á1";" Grundarfjarðarbær";"Ísl. ríkisborgarar";790
"2010Á1";" Grundarfjarðarbær";"Erl. ríkisborgarar";120
"2010Á1";" Helgafellssveit";"Alls";60
"2010Á1";" Helgafellssveit";"Karlar";35
"2010Á1";" Helgafellssveit";"Konur";25
"2010Á1";" Helgafellssveit";"Ísl. ríkisborgarar";60
"2010Á1";" Helgafellssveit";"Erl. ríkisborgarar";0
"2010Á1";" Stykkishólmsbær";"Alls";1100
"2010Á1";" Stykkishólmsbær";"Karlar";570
"2010Á1";" Stykkishólmsbær";"Konur";530
"2010Á1";" Stykkishólmsbær";"Ísl. ríkisborgarar";1030
"2010Á1";" Stykkishólmsbær";"Erl. ríkisborgarar";70
"2010Á1";" Eyja- og Miklaholtshreppur";"Alls";140
"2010Á1";" Eyja- og Miklaholtshreppur";"Karlar";70
"2010Á1";" Eyja- og Miklaholtshreppur";"Konur";70
"2010Á1";" Eyja- og Miklaholtshreppur";"Ísl. ríkisborgarar";110
"2010Á1";" Eyja- og Miklaholtshreppur";"Erl. ríkisborgarar";30
"2010Á1";" Snæfellsbær";"Alls";1700
"2010Á1";" Snæfellsbær";"Karlar";870
"2010Á1";" Snæfellsbær";"Konur";830
"2010Á1";" Snæfellsbær";"Ísl. ríkisborgarar";1480
"2010Á1";" Snæfellsbær";"Erl. ríkisborgarar";220
"2010Á1";" Dalabyggð";"Alls";700
"2010Á1";" Dalabyggð";"Karlar";370
"2010Á1";" Dalabyggð";"Konur";330
"2010Á1";" Dalabyggð";"Ísl. ríkisborgarar";670
"2010Á1";" Dalabyggð";"Erl. ríkisborgarar";30
"2010Á1";" Bolungarvíkurkaupstaður";"Alls";970
"2010Á1";" Bolungarvíkurkaupstaður";"Karlar";530
"2010Á1";" Bolungarvíkurkaupstaður";"Konur";440
"2010Á1";" Bolungarvíkurkaupstaður";"Ísl. ríkisborgarar";810
"2010Á1";" Bolungarvíkurkaupstaður";"Erl. ríkisborgarar";170
"2010Á1";" Ísafjarðarbær";"Alls";3900
"2010Á1";" Ísafjarðarbær";"Karlar";1970
"2010Á1";" Ísafjarðarbær";"Konur";1930
"2010Á1";" Ísafjarðarbær";"Ísl. ríkisborgarar";3560
"2010Á1";" Ísafjarðarbær";"Erl. ríkisborgarar";340
"2010Á1";" Reykhólahreppur";"Alls";290
"2010Á1";" Reykhólahreppur";"Karlar";140
"2010Á1";" Reykhólahreppur";"Konur";140
"2010Á1";" Reykhólahreppur";"Ísl. ríkisborgarar";280
"2010Á1";" Reykhólahreppur";"Erl. ríkisborgarar";5
"2010Á1";" Tálknafjarðarhreppur";"Alls";300
"2010Á1";" Tálknafjarðarhreppur";"Karlar";160
"2010Á1";" Tálknafjarðarhreppur";"Konur";140
"2010Á1";" Tálknafjarðarhreppur";"Ísl. ríkisborgarar";240
"2010Á1";" Tálknafjarðarhreppur";"Erl. ríkisborgarar";60
"2010Á1";" Vesturbyggð";"Alls";930
"2010Á1";" Vesturbyggð";"Karlar";480
"2010Á1";" Vesturbyggð";"Konur";460
"2010Á1";" Vesturbyggð";"Ísl. ríkisborgarar";820
"2010Á1";" Vesturbyggð";"Erl. ríkisborgarar";120
"2010Á1";" Súðavíkurhreppur";"Alls";210
"2010Á1";" Súðavíkurhreppur";"Karlar";110
"2010Á1";" Súðavíkurhreppur";"Konur";100
"2010Á1";" Súðavíkurhreppur";"Ísl. ríkisborgarar";190
"2010Á1";" Súðavíkurhreppur";"Erl. ríkisborgarar";10
"2010Á1";" Árneshreppur";"Alls";50
"2010Á1";" Árneshreppur";"Karlar";25
"2010Á1";" Árneshreppur";"Konur";25
"2010Á1";" Árneshreppur";"Ísl. ríkisborgarar";50
"2010Á1";" Árneshreppur";"Erl. ríkisborgarar";.
"2010Á1";" Kaldrananeshreppur";"Alls";110
"2010Á1";" Kaldrananeshreppur";"Karlar";50
"2010Á1";" Kaldrananeshreppur";"Konur";60
"2010Á1";" Kaldrananeshreppur";"Ísl. ríkisborgarar";110
"2010Á1";" Kaldrananeshreppur";"Erl. ríkisborgarar";0
"2010Á1";" Bæjarhreppur";"Alls";100
"2010Á1";" Bæjarhreppur";"Karlar";50
"2010Á1";" Bæjarhreppur";"Konur";45
"2010Á1";" Bæjarhreppur";"Ísl. ríkisborgarar";90
"2010Á1";" Bæjarhreppur";"Erl. ríkisborgarar";0
"2010Á1";" Strandabyggð";"Alls";510
"2010Á1";" Strandabyggð";"Karlar";280
"2010Á1";" Strandabyggð";"Konur";230
"2010Á1";" Strandabyggð";"Ísl. ríkisborgarar";500
"2010Á1";" Strandabyggð";"Erl. ríkisborgarar";5
"2010Á1";" Sveitarfélagið Skagafjörður";"Alls";4130
"2010Á1";" Sveitarfélagið Skagafjörður";"Karlar";2110
"2010Á1";" Sveitarfélagið Skagafjörður";"Konur";2020
"2010Á1";" Sveitarfélagið Skagafjörður";"Ísl. ríkisborgarar";3970
"2010Á1";" Sveitarfélagið Skagafjörður";"Erl. ríkisborgarar";160
"2010Á1";" Húnaþing vestra";"Alls";1110
"2010Á1";" Húnaþing vestra";"Karlar";540
"2010Á1";" Húnaþing vestra";"Konur";570
"2010Á1";" Húnaþing vestra";"Ísl. ríkisborgarar";1060
"2010Á1";" Húnaþing vestra";"Erl. ríkisborgarar";50
"2010Á1";" Blönduósbær";"Alls";890
"2010Á1";" Blönduósbær";"Karlar";460
"2010Á1";" Blönduósbær";"Konur";430
"2010Á1";" Blönduósbær";"Ísl. ríkisborgarar";800
"2010Á1";" Blönduósbær";"Erl. ríkisborgarar";80
"2010Á1";" Sveitarfélagið Skagaströnd";"Alls";520
"2010Á1";" Sveitarfélagið Skagaströnd";"Karlar";260
"2010Á1";" Sveitarfélagið Skagaströnd";"Konur";260
"2010Á1";" Sveitarfélagið Skagaströnd";"Ísl. ríkisborgarar";510
"2010Á1";" Sveitarfélagið Skagaströnd";"Erl. ríkisborgarar";10
"2010Á1";" Skagabyggð";"Alls";110
"2010Á1";" Skagabyggð";"Karlar";60
"2010Á1";" Skagabyggð";"Konur";45
"2010Á1";" Skagabyggð";"Ísl. ríkisborgarar";100
"2010Á1";" Skagabyggð";"Erl. ríkisborgarar";5
"2010Á1";" Húnavatnshreppur";"Alls";430
"2010Á1";" Húnavatnshreppur";"Karlar";230
"2010Á1";" Húnavatnshreppur";"Konur";190
"2010Á1";" Húnavatnshreppur";"Ísl. ríkisborgarar";400
"2010Á1";" Húnavatnshreppur";"Erl. ríkisborgarar";25
"2010Á1";" Akrahreppur";"Alls";210
"2010Á1";" Akrahreppur";"Karlar";110
"2010Á1";" Akrahreppur";"Konur";100
"2010Á1";" Akrahreppur";"Ísl. ríkisborgarar";200
"2010Á1";" Akrahreppur";"Erl. ríkisborgarar";10
"2010Á1";" Akureyrarbær";"Alls";17640
"2010Á1";" Akureyrarbær";"Karlar";8690
"2010Á1";" Akureyrarbær";"Konur";8950
"2010Á1";" Akureyrarbær";"Ísl. ríkisborgarar";17170
"2010Á1";" Akureyrarbær";"Erl. ríkisborgarar";470
"2010Á1";" Norðurþing";"Alls";2920
"2010Á1";" Norðurþing";"Karlar";1470
"2010Á1";" Norðurþing";"Konur";1450
"2010Á1";" Norðurþing";"Ísl. ríkisborgarar";2770
"2010Á1";" Norðurþing";"Erl. ríkisborgarar";160
"2010Á1";" Fjallabyggð";"Alls";2060
"2010Á1";" Fjallabyggð";"Karlar";1050
"2010Á1";" Fjallabyggð";"Konur";1000
"2010Á1";" Fjallabyggð";"Ísl. ríkisborgarar";2000
"2010Á1";" Fjallabyggð";"Erl. ríkisborgarar";50
"2010Á1";" Dalvíkurbyggð";"Alls";1970
"2010Á1";" Dalvíkurbyggð";"Karlar";1010
"2010Á1";" Dalvíkurbyggð";"Konur";950
"2010Á1";" Dalvíkurbyggð";"Ísl. ríkisborgarar";1790
"2010Á1";" Dalvíkurbyggð";"Erl. ríkisborgarar";180
"2010Á1";" Arnarneshreppur";"Alls";180
"2010Á1";" Arnarneshreppur";"Karlar";90
"2010Á1";" Arnarneshreppur";"Konur";80
"2010Á1";" Arnarneshreppur";"Ísl. ríkisborgarar";170
"2010Á1";" Arnarneshreppur";"Erl. ríkisborgarar";10
"2010Á1";" Eyjafjarðarsveit";"Alls";1040
"2010Á1";" Eyjafjarðarsveit";"Karlar";530
"2010Á1";" Eyjafjarðarsveit";"Konur";500
"2010Á1";" Eyjafjarðarsveit";"Ísl. ríkisborgarar";1000
"2010Á1";" Eyjafjarðarsveit";"Erl. ríkisborgarar";30
"2010Á1";" Hörgárbyggð";"Alls";420
"2010Á1";" Hörgárbyggð";"Karlar";230
"2010Á1";" Hörgárbyggð";"Konur";190
"2010Á1";" Hörgárbyggð";"Ísl. ríkisborgarar";400
"2010Á1";" Hörgárbyggð";"Erl. ríkisborgarar";15
"2010Á1";" Hörgársveit";"Alls";.
"2010Á1";" Hörgársveit";"Karlar";.
"2010Á1";" Hörgársveit";"Konur";.
"2010Á1";" Hörgársveit";"Ísl. ríkisborgarar";.
"2010Á1";" Hörgársveit";"Erl. ríkisborgarar";.
"2010Á1";" Svalbarðsstrandarhreppur";"Alls";420
"2010Á1";" Svalbarðsstrandarhreppur";"Karlar";220
"2010Á1";" Svalbarðsstrandarhreppur";"Konur";190
"2010Á1";" Svalbarðsstrandarhreppur";"Ísl. ríkisborgarar";380
"2010Á1";" Svalbarðsstrandarhreppur";"Erl. ríkisborgarar";35
"2010Á1";" Grýtubakkahreppur";"Alls";340
"2010Á1";" Grýtubakkahreppur";"Karlar";170
"2010Á1";" Grýtubakkahreppur";"Konur";160
"2010Á1";" Grýtubakkahreppur";"Ísl. ríkisborgarar";330
"2010Á1";" Grýtubakkahreppur";"Erl. ríkisborgarar";5
"2010Á1";" Skútustaðahreppur";"Alls";380
"2010Á1";" Skútustaðahreppur";"Karlar";200
"2010Á1";" Skútustaðahreppur";"Konur";180
"2010Á1";" Skútustaðahreppur";"Ísl. ríkisborgarar";360
"2010Á1";" Skútustaðahreppur";"Erl. ríkisborgarar";10
"2010Á1";" Tjörneshreppur";"Alls";60
"2010Á1";" Tjörneshreppur";"Karlar";30
"2010Á1";" Tjörneshreppur";"Konur";25
"2010Á1";" Tjörneshreppur";"Ísl. ríkisborgarar";60
"2010Á1";" Tjörneshreppur";"Erl. ríkisborgarar";.
"2010Á1";" Þingeyjarsveit";"Alls";950
"2010Á1";" Þingeyjarsveit";"Karlar";500
"2010Á1";" Þingeyjarsveit";"Konur";450
"2010Á1";" Þingeyjarsveit";"Ísl. ríkisborgarar";920
"2010Á1";" Þingeyjarsveit";"Erl. ríkisborgarar";35
"2010Á1";" Svalbarðshreppur";"Alls";110
"2010Á1";" Svalbarðshreppur";"Karlar";60
"2010Á1";" Svalbarðshreppur";"Konur";50
"2010Á1";" Svalbarðshreppur";"Ísl. ríkisborgarar";100
"2010Á1";" Svalbarðshreppur";"Erl. ríkisborgarar";5
"2010Á1";" Langanesbyggð";"Alls";510
"2010Á1";" Langanesbyggð";"Karlar";270
"2010Á1";" Langanesbyggð";"Konur";250
"2010Á1";" Langanesbyggð";"Ísl. ríkisborgarar";460
"2010Á1";" Langanesbyggð";"Erl. ríkisborgarar";60
"2010Á1";" Seyðisfjarðarkaupstaður";"Alls";700
"2010Á1";" Seyðisfjarðarkaupstaður";"Karlar";360
"2010Á1";" Seyðisfjarðarkaupstaður";"Konur";340
"2010Á1";" Seyðisfjarðarkaupstaður";"Ísl. ríkisborgarar";650
"2010Á1";" Seyðisfjarðarkaupstaður";"Erl. ríkisborgarar";50
"2010Á1";" Fjarðabyggð";"Alls";4640
"2010Á1";" Fjarðabyggð";"Karlar";2500
"2010Á1";" Fjarðabyggð";"Konur";2140
"2010Á1";" Fjarðabyggð";"Ísl. ríkisborgarar";4170
"2010Á1";" Fjarðabyggð";"Erl. ríkisborgarar";470
"2010Á1";" Vopnafjarðarhreppur";"Alls";680
"2010Á1";" Vopnafjarðarhreppur";"Karlar";360
"2010Á1";" Vopnafjarðarhreppur";"Konur";330
"2010Á1";" Vopnafjarðarhreppur";"Ísl. ríkisborgarar";660
"2010Á1";" Vopnafjarðarhreppur";"Erl. ríkisborgarar";20
"2010Á1";" Fljótsdalshreppur";"Alls";90
"2010Á1";" Fljótsdalshreppur";"Karlar";50
"2010Á1";" Fljótsdalshreppur";"Konur";35
"2010Á1";" Fljótsdalshreppur";"Ísl. ríkisborgarar";90
"2010Á1";" Fljótsdalshreppur";"Erl. ríkisborgarar";.
"2010Á1";" Borgarfjarðarhreppur";"Alls";140
"2010Á1";" Borgarfjarðarhreppur";"Karlar";80
"2010Á1";" Borgarfjarðarhreppur";"Konur";60
"2010Á1";" Borgarfjarðarhreppur";"Ísl. ríkisborgarar";120
"2010Á1";" Borgarfjarðarhreppur";"Erl. ríkisborgarar";15
"2010Á1";" Breiðdalshreppur";"Alls";220
"2010Á1";" Breiðdalshreppur";"Karlar";130
"2010Á1";" Breiðdalshreppur";"Konur";90
"2010Á1";" Breiðdalshreppur";"Ísl. ríkisborgarar";200
"2010Á1";" Breiðdalshreppur";"Erl. ríkisborgarar";15
"2010Á1";" Djúpavogshreppur";"Alls";440
"2010Á1";" Djúpavogshreppur";"Karlar";230
"2010Á1";" Djúpavogshreppur";"Konur";200
"2010Á1";" Djúpavogshreppur";"Ísl. ríkisborgarar";400
"2010Á1";" Djúpavogshreppur";"Erl. ríkisborgarar";40
"2010Á1";" Fljótsdalshérað";"Alls";3470
"2010Á1";" Fljótsdalshérað";"Karlar";1790
"2010Á1";" Fljótsdalshérað";"Konur";1680
"2010Á1";" Fljótsdalshérað";"Ísl. ríkisborgarar";3270
"2010Á1";" Fljótsdalshérað";"Erl. ríkisborgarar";190
"2010Á1";" Sveitarfélagið Hornafjörður";"Alls";2100
"2010Á1";" Sveitarfélagið Hornafjörður";"Karlar";1100
"2010Á1";" Sveitarfélagið Hornafjörður";"Konur";1000
"2010Á1";" Sveitarfélagið Hornafjörður";"Ísl. ríkisborgarar";2000
"2010Á1";" Sveitarfélagið Hornafjörður";"Erl. ríkisborgarar";110
"2010Á1";" Vestmannaeyjabær";"Alls";4140
"2010Á1";" Vestmannaeyjabær";"Karlar";2180
"2010Á1";" Vestmannaeyjabær";"Konur";1960
"2010Á1";" Vestmannaeyjabær";"Ísl. ríkisborgarar";3990
"2010Á1";" Vestmannaeyjabær";"Erl. ríkisborgarar";150
"2010Á1";" Sveitarfélagið Árborg";"Alls";7810
"2010Á1";" Sveitarfélagið Árborg";"Karlar";4000
"2010Á1";" Sveitarfélagið Árborg";"Konur";3810
"2010Á1";" Sveitarfélagið Árborg";"Ísl. ríkisborgarar";7430
"2010Á1";" Sveitarfélagið Árborg";"Erl. ríkisborgarar";390
"2010Á1";" Mýrdalshreppur";"Alls";510
"2010Á1";" Mýrdalshreppur";"Karlar";270
"2010Á1";" Mýrdalshreppur";"Konur";240
"2010Á1";" Mýrdalshreppur";"Ísl. ríkisborgarar";480
"2010Á1";" Mýrdalshreppur";"Erl. ríkisborgarar";30
"2010Á1";" Skaftárhreppur";"Alls";440
"2010Á1";" Skaftárhreppur";"Karlar";240
"2010Á1";" Skaftárhreppur";"Konur";200
"2010Á1";" Skaftárhreppur";"Ísl. ríkisborgarar";430
"2010Á1";" Skaftárhreppur";"Erl. ríkisborgarar";10
"2010Á1";" Ásahreppur";"Alls";190
"2010Á1";" Ásahreppur";"Karlar";90
"2010Á1";" Ásahreppur";"Konur";100
"2010Á1";" Ásahreppur";"Ísl. ríkisborgarar";170
"2010Á1";" Ásahreppur";"Erl. ríkisborgarar";15
"2010Á1";" Rangárþing eystra";"Alls";1740
"2010Á1";" Rangárþing eystra";"Karlar";900
"2010Á1";" Rangárþing eystra";"Konur";840
"2010Á1";" Rangárþing eystra";"Ísl. ríkisborgarar";1560
"2010Á1";" Rangárþing eystra";"Erl. ríkisborgarar";180
"2010Á1";" Rangárþing ytra";"Alls";1550
"2010Á1";" Rangárþing ytra";"Karlar";780
"2010Á1";" Rangárþing ytra";"Konur";770
"2010Á1";" Rangárþing ytra";"Ísl. ríkisborgarar";1430
"2010Á1";" Rangárþing ytra";"Erl. ríkisborgarar";120
"2010Á1";" Hrunamannahreppur";"Alls";790
"2010Á1";" Hrunamannahreppur";"Karlar";410
"2010Á1";" Hrunamannahreppur";"Konur";370
"2010Á1";" Hrunamannahreppur";"Ísl. ríkisborgarar";680
"2010Á1";" Hrunamannahreppur";"Erl. ríkisborgarar";100
"2010Á1";" Hveragerðisbær";"Alls";2300
"2010Á1";" Hveragerðisbær";"Karlar";1180
"2010Á1";" Hveragerðisbær";"Konur";1120
"2010Á1";" Hveragerðisbær";"Ísl. ríkisborgarar";2210
"2010Á1";" Hveragerðisbær";"Erl. ríkisborgarar";90
"2010Á1";" Sveitarfélagið Ölfus";"Alls";1950
"2010Á1";" Sveitarfélagið Ölfus";"Karlar";1020
"2010Á1";" Sveitarfélagið Ölfus";"Konur";930
"2010Á1";" Sveitarfélagið Ölfus";"Ísl. ríkisborgarar";1670
"2010Á1";" Sveitarfélagið Ölfus";"Erl. ríkisborgarar";280
"2010Á1";" Grímsnes- og Grafningshreppur";"Alls";410
"2010Á1";" Grímsnes- og Grafningshreppur";"Karlar";230
"2010Á1";" Grímsnes- og Grafningshreppur";"Konur";180
"2010Á1";" Grímsnes- og Grafningshreppur";"Ísl. ríkisborgarar";380
"2010Á1";" Grímsnes- og Grafningshreppur";"Erl. ríkisborgarar";30
"2010Á1";" Skeiða- og Gnúpverjahreppur";"Alls";530
"2010Á1";" Skeiða- og Gnúpverjahreppur";"Karlar";270
"2010Á1";" Skeiða- og Gnúpverjahreppur";"Konur";250
"2010Á1";" Skeiða- og Gnúpverjahreppur";"Ísl. ríkisborgarar";490
"2010Á1";" Skeiða- og Gnúpverjahreppur";"Erl. ríkisborgarar";40
"2010Á1";" Bláskógabyggð";"Alls";940
"2010Á1";" Bláskógabyggð";"Karlar";460
"2010Á1";" Bláskógabyggð";"Konur";480
"2010Á1";" Bláskógabyggð";"Ísl. ríkisborgarar";850
"2010Á1";" Bláskógabyggð";"Erl. ríkisborgarar";90
"2010Á1";" Flóahreppur";"Alls";610
"2010Á1";" Flóahreppur";"Karlar";320
"2010Á1";" Flóahreppur";"Konur";290
"2010Á1";" Flóahreppur";"Ísl. ríkisborgarar";580
"2010Á1";" Flóahreppur";"Erl. ríkisborgarar";30
"2010Á2";"Alls";"Alls";317890
"2010Á2";"Alls";"Karlar";159780
"2010Á2";"Alls";"Konur";158110
"2010Á2";"Alls";"Ísl. ríkisborgarar";296830
"2010Á2";"Alls";"Erl. ríkisborgarar";21060
"2010Á2";"Höfuðborgarsvæðið";"Alls";201310
"2010Á2";"Höfuðborgarsvæðið";"Karlar";100030
"2010Á2";"Höfuðborgarsvæðið";"Konur";101280
"2010Á2";"Höfuðborgarsvæðið";"Ísl. ríkisborgarar";187680
"2010Á2";"Höfuðborgarsvæðið";"Erl. ríkisborgarar";13630
"2010Á2";" Reykjavíkurborg";"Alls";118480
"2010Á2";" Reykjavíkurborg";"Karlar";58700
"2010Á2";" Reykjavíkurborg";"Konur";59780
"2010Á2";" Reykjavíkurborg";"Ísl. ríkisborgarar";109150
"2010Á2";" Reykjavíkurborg";"Erl. ríkisborgarar";9330
"2010Á2";" Kópavogsbær";"Alls";30530
"2010Á2";" Kópavogsbær";"Karlar";15150
"2010Á2";" Kópavogsbær";"Konur";15390
"2010Á2";" Kópavogsbær";"Ísl. ríkisborgarar";28820
"2010Á2";" Kópavogsbær";"Erl. ríkisborgarar";1720
"2010Á2";" Seltjarnarnesbær";"Alls";4350
"2010Á2";" Seltjarnarnesbær";"Karlar";2160
"2010Á2";" Seltjarnarnesbær";"Konur";2190
"2010Á2";" Seltjarnarnesbær";"Ísl. ríkisborgarar";4160
"2010Á2";" Seltjarnarnesbær";"Erl. ríkisborgarar";190
"2010Á2";" Garðabær";"Alls";10740
"2010Á2";" Garðabær";"Karlar";5270
"2010Á2";" Garðabær";"Konur";5470
"2010Á2";" Garðabær";"Ísl. ríkisborgarar";10370
"2010Á2";" Garðabær";"Erl. ríkisborgarar";370
"2010Á2";" Hafnarfjarðarkaupstaður";"Alls";25930
"2010Á2";" Hafnarfjarðarkaupstaður";"Karlar";12960
"2010Á2";" Hafnarfjarðarkaupstaður";"Konur";12970
"2010Á2";" Hafnarfjarðarkaupstaður";"Ísl. ríkisborgarar";24320
"2010Á2";" Hafnarfjarðarkaupstaður";"Erl. ríkisborgarar";1610
"2010Á2";" Sveitarfélagið Álftanes";"Alls";2530
"2010Á2";" Sveitarfélagið Álftanes";"Karlar";1290
"2010Á2";" Sveitarfélagið Álftanes";"Konur";1240
"2010Á2";" Sveitarfélagið Álftanes";"Ísl. ríkisborgarar";2470
"2010Á2";" Sveitarfélagið Álftanes";"Erl. ríkisborgarar";60
"2010Á2";" Mosfellsbær";"Alls";8570
"2010Á2";" Mosfellsbær";"Karlar";4400
"2010Á2";" Mosfellsbær";"Konur";4170
"2010Á2";" Mosfellsbær";"Ísl. ríkisborgarar";8210
"2010Á2";" Mosfellsbær";"Erl. ríkisborgarar";350
"2010Á2";" Kjósarhreppur";"Alls";200
"2010Á2";" Kjósarhreppur";"Karlar";110
"2010Á2";" Kjósarhreppur";"Konur";80
"2010Á2";" Kjósarhreppur";"Ísl. ríkisborgarar";190
"2010Á2";" Kjósarhreppur";"Erl. ríkisborgarar";10
"2010Á2";"Landsbyggðin";"Alls";116580
"2010Á2";"Landsbyggðin";"Karlar";59750
"2010Á2";"Landsbyggðin";"Konur";56830
"2010Á2";"Landsbyggðin";"Ísl. ríkisborgarar";109160
"2010Á2";"Landsbyggðin";"Erl. ríkisborgarar";7420
"2010Á2";" Reykjanesbær";"Alls";13920
"2010Á2";" Reykjanesbær";"Karlar";7100
"2010Á2";" Reykjanesbær";"Konur";6820
"2010Á2";" Reykjanesbær";"Ísl. ríkisborgarar";12690
"2010Á2";" Reykjanesbær";"Erl. ríkisborgarar";1230
"2010Á2";" Grindavíkurbær";"Alls";2820
"2010Á2";" Grindavíkurbær";"Karlar";1460
"2010Á2";" Grindavíkurbær";"Konur";1370
"2010Á2";" Grindavíkurbær";"Ísl. ríkisborgarar";2610
"2010Á2";" Grindavíkurbær";"Erl. ríkisborgarar";220
"2010Á2";" Sandgerðisbær";"Alls";1690
"2010Á2";" Sandgerðisbær";"Karlar";880
"2010Á2";" Sandgerðisbær";"Konur";810
"2010Á2";" Sandgerðisbær";"Ísl. ríkisborgarar";1470
"2010Á2";" Sandgerðisbær";"Erl. ríkisborgarar";220
"2010Á2";" Sveitarfélagið Garður";"Alls";1490
"2010Á2";" Sveitarfélagið Garður";"Karlar";790
"2010Á2";" Sveitarfélagið Garður";"Konur";700
"2010Á2";" Sveitarfélagið Garður";"Ísl. ríkisborgarar";1330
"2010Á2";" Sveitarfélagið Garður";"Erl. ríkisborgarar";160
"2010Á2";" Sveitarfélagið Vogar";"Alls";1180
"2010Á2";" Sveitarfélagið Vogar";"Karlar";630
"2010Á2";" Sveitarfélagið Vogar";"Konur";560
"2010Á2";" Sveitarfélagið Vogar";"Ísl. ríkisborgarar";1110
"2010Á2";" Sveitarfélagið Vogar";"Erl. ríkisborgarar";80
"2010Á2";" Suðurnesjabær";"Alls";.
"2010Á2";" Suðurnesjabær";"Karlar";.
"2010Á2";" Suðurnesjabær";"Konur";.
"2010Á2";" Suðurnesjabær";"Ísl. ríkisborgarar";.
"2010Á2";" Suðurnesjabær";"Erl. ríkisborgarar";.
"2010Á2";" Akraneskaupstaður";"Alls";6580
"2010Á2";" Akraneskaupstaður";"Karlar";3380
